,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Name,Assertion
0,0.0,0.0,0.0,0.0,0.0,0.0,0.011333628557622433,0.0,0.0,0.013187600299715996,0.0,0.0,0.02487793192267418,0.20004354417324066,0.0,0.010420562699437141,0.0,0.0,0.0,0.19802215695381165,0.0,0.014108052477240562,0.0,0.19466067850589752,0.0,0.20615260303020477,0.0,0.0,0.0,0.0,G6A002,Access resources required to scale at relatively low cost or for free by creating benefits for the resource owners that they cannot create alone
1,0.0,0.012148621492087841,0.02031867206096649,0.02284334786236286,0.019060906022787094,0.010712170973420143,0.026309436187148094,0.0,0.0,0.030613170936703682,0.02119649574160576,0.019538357853889465,0.0577506422996521,0.02391657419502735,0.011742182075977325,0.4646490812301636,0.014363877475261688,0.017247440293431282,0.010923863388597965,0.01922248862683773,0.0,0.03274987265467644,0.013673569075763226,0.01142960786819458,0.016093257814645767,0.03809790685772896,0.0,0.012385105714201927,0.01422873605042696,0.012501896359026432,A003,Adapt offers to each market
2,0.0,0.0,0.01410575583577156,0.015858452767133713,0.31901001930236816,0.0,0.01826470158994198,0.0,0.0,0.021252466365695,0.01471516489982605,0.013564040884375572,0.04009201377630234,0.016603516414761543,0.0,0.016793249174952507,0.0,0.011973625980317593,0.0,0.01334475725889206,0.0,0.022735821083188057,0.0,0.313708633184433,0.011172362603247166,0.026449332013726234,0.0,0.0,0.0,0.0,A005,"Align interests of investors, the company top management team, and its owners"
3,0.0,0.0,0.38823559880256653,0.0,0.0,0.0,0.011333616450428963,0.0,0.0,0.013187737204134464,0.0,0.0,0.02487790584564209,0.010302816517651081,0.0,0.010420551523566246,0.0,0.0,0.0,0.0,0.0,0.014108036644756794,0.0,0.194660484790802,0.0,0.20615237951278687,0.0,0.0,0.0,0.0,A006,Allow resource owners to make money using your products and services
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.715986967086792,0.0,0.0,0.10036411136388779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0912247821688652,0.0,0.0,A007,"Apply big data analytics to produce insightful information about users, suppliers and customers to enhance shopping pattern analysis, improve customers experience, predict market trends, provide more secure online payment solutions, increase personalization, optimize and automate pricing, and provide dynamic customer service"
5,0.0,0.0,0.0,0.0,0.0,0.0,0.011333572678267956,0.0,0.0,0.23846586048603058,0.0,0.0,0.02487780898809433,0.010302776470780373,0.0,0.010420510545372963,0.1959279328584671,0.19717006385326385,0.0,0.0,0.0,0.16831032931804657,0.0,0.0,0.0,0.016411807388067245,0.0,0.0,0.0,0.0,A008,"Apply digital technology to brand, market, sell, and service customers more cost effectively than competitors"
6,0.0,0.0,0.1984909623861313,0.0,0.0,0.0,0.011333627626299858,0.0,0.0,0.013187598437070847,0.0,0.0,0.02487793006002903,0.010302826762199402,0.0,0.20016218721866608,0.0,0.0,0.0,0.19802214205265045,0.0,0.014108050614595413,0.0,0.0,0.0,0.016411887481808662,0.0,0.0,0.0,0.19512444734573364,A009,"Apply processes that continuously improve the cybersecurity of the company as well as its offers, channels, and resources"
7,0.0,0.0,0.014105849899351597,0.01585855707526207,0.013232669793069363,0.0,0.01826482266187668,0.0,0.0,0.02125260792672634,0.014715262688696384,0.01356413122266531,0.04009227827191353,0.0166036244481802,0.0,0.32257363200187683,0.0,0.01197370607405901,0.0,0.013344845734536648,0.3122539520263672,0.022735971957445145,0.0,0.0,0.01117243617773056,0.026448741555213928,0.0,0.0,0.0,0.0,A010,"Apply processes that make offers easier to understand, produce and deliver"
8,0.0,0.0,0.01410569716244936,0.01585838571190834,0.013232527300715446,0.0,0.01826462522149086,0.0,0.0,0.021252378821372986,0.014715103432536125,0.013563985005021095,0.04009184613823891,0.016603445634245872,0.0,0.016793180257081985,0.0,0.011973576620221138,0.0,0.6248984336853027,0.0,0.022735726088285446,0.0,0.0,0.011172316037118435,0.026448456570506096,0.0,0.0,0.0,0.0,A012,Arrange and deploy differently existing company resources
9,0.0,0.012148638255894184,0.02031870000064373,0.0228433795273304,0.019060932099819183,0.010712185874581337,0.02630947157740593,0.0,0.0,0.030613211914896965,0.021196525543928146,0.019538383930921555,0.05775072053074837,0.023916607722640038,0.011742198839783669,0.024189913645386696,0.014363897033035755,0.017247464507818222,0.010923878289759159,0.01922251656651497,0.0,0.032750096172094345,0.013673587702214718,0.011429622769355774,0.016093280166387558,0.03809795901179314,0.0,0.45284342765808105,0.014228755608201027,0.01250191405415535,A014,"Assimilate and apply what companies do to scale early, rapidly and securely"
