,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Name,Assertion
0,0.06221690773963928,0.01455481257289648,0.012830108404159546,0.0399046428501606,0.03750522807240486,0.030166752636432648,0.013784747570753098,0.018487153574824333,0.012830108404159546,0.040822166949510574,0.01787695847451687,0.015900325030088425,0.014753047376871109,0.08569248020648956,0.01613788865506649,0.0431579165160656,0.012830108404159546,0.02170586958527565,0.012925604358315468,0.02131807617843151,0.0183898713439703,0.020310303196310997,0.013758096843957901,0.048800572752952576,0.01721302792429924,0.012830108404159546,0.012830108404159546,0.012830108404159546,0.018795685842633247,0.053010787814855576,0.018379615619778633,0.015553537756204605,0.014234639704227448,0.012830108404159546,0.055908020585775375,0.01902729645371437,0.027923576533794403,0.015734495595097542,0.01971319504082203,0.026525942608714104,G6A002,Access resources required to scale at relatively low cost or for free by creating benefits for the resource owners that they cannot create alone
1,0.06221690773963928,0.01455481257289648,0.012830108404159546,0.0399046428501606,0.03750522807240486,0.030166752636432648,0.013784747570753098,0.018487153574824333,0.012830108404159546,0.040822166949510574,0.01787695847451687,0.015900325030088425,0.014753047376871109,0.08569248020648956,0.01613788865506649,0.0431579165160656,0.012830108404159546,0.02170586958527565,0.012925604358315468,0.02131807617843151,0.0183898713439703,0.020310303196310997,0.013758096843957901,0.048800572752952576,0.01721302792429924,0.012830108404159546,0.012830108404159546,0.012830108404159546,0.018795685842633247,0.053010787814855576,0.018379615619778633,0.015553537756204605,0.014234639704227448,0.012830108404159546,0.055908020585775375,0.01902729645371437,0.027923576533794403,0.015734495595097542,0.01971319504082203,0.026525942608714104,A003,Adapt offers to each market
2,0.06221690773963928,0.01455481257289648,0.012830108404159546,0.0399046428501606,0.03750522807240486,0.030166752636432648,0.013784747570753098,0.018487153574824333,0.012830108404159546,0.040822166949510574,0.01787695847451687,0.015900325030088425,0.014753047376871109,0.08569248020648956,0.01613788865506649,0.0431579165160656,0.012830108404159546,0.02170586958527565,0.012925604358315468,0.02131807617843151,0.0183898713439703,0.020310303196310997,0.013758096843957901,0.048800572752952576,0.01721302792429924,0.012830108404159546,0.012830108404159546,0.012830108404159546,0.018795685842633247,0.053010787814855576,0.018379615619778633,0.015553537756204605,0.014234639704227448,0.012830108404159546,0.055908020585775375,0.01902729645371437,0.027923576533794403,0.015734495595097542,0.01971319504082203,0.026525942608714104,A005,"Align interests of investors, the company top management team, and its owners"
3,0.06221690773963928,0.01455481257289648,0.012830108404159546,0.0399046428501606,0.03750522807240486,0.030166752636432648,0.013784747570753098,0.018487153574824333,0.012830108404159546,0.040822166949510574,0.01787695847451687,0.015900325030088425,0.014753047376871109,0.08569248020648956,0.01613788865506649,0.0431579165160656,0.012830108404159546,0.02170586958527565,0.012925604358315468,0.02131807617843151,0.0183898713439703,0.020310303196310997,0.013758096843957901,0.048800572752952576,0.01721302792429924,0.012830108404159546,0.012830108404159546,0.012830108404159546,0.018795685842633247,0.053010787814855576,0.018379615619778633,0.015553537756204605,0.014234639704227448,0.012830108404159546,0.055908020585775375,0.01902729645371437,0.027923576533794403,0.015734495595097542,0.01971319504082203,0.026525942608714104,A006,Allow resource owners to make money using your products and services
4,0.02467159368097782,0.0,0.0,0.0158238522708416,0.014872384257614613,0.011962372809648514,0.0,0.0,0.0,0.01618768833577633,0.0,0.0,0.0,0.03398063778877258,0.0,0.017113910987973213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019351458176970482,0.0,0.0,0.0,0.0,0.0,0.021020984277129173,0.0,0.0,0.0,0.0,0.02216985821723938,0.0,0.011072861030697823,0.0,0.0,0.6139770150184631,A007,"Apply big data analytics to produce insightful information about users, suppliers and customers to enhance shopping pattern analysis, improve customers experience, predict market trends, provide more secure online payment solutions, increase personalization, optimize and automate pricing, and provide dynamic customer service"
5,0.03533187881112099,0.0,0.0,0.02266114018857479,0.02129855379462242,0.01713116466999054,0.0,0.010498527437448502,0.0,0.023182187229394913,0.010152008384466171,0.0,0.0,0.048663243651390076,0.0,0.02450861781835556,0.0,0.012326378375291824,0.0,0.012106157839298248,0.010443282313644886,0.011533861979842186,0.0,0.027712980285286903,0.0,0.0,0.0,0.0,0.010673737153410912,0.030103888362646103,0.010437458753585815,0.0,0.0,0.0,0.0317491739988327,0.010805264115333557,0.015857305377721786,0.0,0.44331249594688416,0.015063613653182983,A008,"Apply digital technology to brand, market, sell, and service customers more cost effectively than competitors"
6,0.06221690773963928,0.01455481257289648,0.012830108404159546,0.0399046428501606,0.03750522807240486,0.030166752636432648,0.013784747570753098,0.018487153574824333,0.012830108404159546,0.040822166949510574,0.01787695847451687,0.015900325030088425,0.014753047376871109,0.08569248020648956,0.01613788865506649,0.0431579165160656,0.012830108404159546,0.02170586958527565,0.012925604358315468,0.02131807617843151,0.0183898713439703,0.020310303196310997,0.013758096843957901,0.048800572752952576,0.01721302792429924,0.012830108404159546,0.012830108404159546,0.012830108404159546,0.018795685842633247,0.053010787814855576,0.018379615619778633,0.015553537756204605,0.014234639704227448,0.012830108404159546,0.055908020585775375,0.01902729645371437,0.027923576533794403,0.015734495595097542,0.01971319504082203,0.026525942608714104,A009,"Apply processes that continuously improve the cybersecurity of the company as well as its offers, channels, and resources"
7,0.03533213213086128,0.0,0.0,0.022661302238702774,0.021298706531524658,0.01713128574192524,0.4399418830871582,0.01049860194325447,0.0,0.023182351142168045,0.010152081027626991,0.0,0.0,0.04866359010338783,0.0,0.02450879104435444,0.0,0.012326465919613838,0.0,0.012106243520975113,0.01044335588812828,0.011533943936228752,0.0,0.027713177725672722,0.0,0.0,0.0,0.0,0.010673812590539455,0.030104102566838264,0.010437533259391785,0.0,0.0,0.0,0.03174940124154091,0.01080534141510725,0.01585741713643074,0.0,0.01119485404342413,0.015063720755279064,A010,"Apply processes that make offers easier to understand, produce and deliver"
8,0.06221690773963928,0.01455481257289648,0.012830108404159546,0.0399046428501606,0.03750522807240486,0.030166752636432648,0.013784747570753098,0.018487153574824333,0.012830108404159546,0.040822166949510574,0.01787695847451687,0.015900325030088425,0.014753047376871109,0.08569248020648956,0.01613788865506649,0.0431579165160656,0.012830108404159546,0.02170586958527565,0.012925604358315468,0.02131807617843151,0.0183898713439703,0.020310303196310997,0.013758096843957901,0.048800572752952576,0.01721302792429924,0.012830108404159546,0.012830108404159546,0.012830108404159546,0.018795685842633247,0.053010787814855576,0.018379615619778633,0.015553537756204605,0.014234639704227448,0.012830108404159546,0.055908020585775375,0.01902729645371437,0.027923576533794403,0.015734495595097542,0.01971319504082203,0.026525942608714104,A012,Arrange and deploy differently existing company resources
9,0.06221690773963928,0.01455481257289648,0.012830108404159546,0.0399046428501606,0.03750522807240486,0.030166752636432648,0.013784747570753098,0.018487153574824333,0.012830108404159546,0.040822166949510574,0.01787695847451687,0.015900325030088425,0.014753047376871109,0.08569248020648956,0.01613788865506649,0.0431579165160656,0.012830108404159546,0.02170586958527565,0.012925604358315468,0.02131807617843151,0.0183898713439703,0.020310303196310997,0.013758096843957901,0.048800572752952576,0.01721302792429924,0.012830108404159546,0.012830108404159546,0.012830108404159546,0.018795685842633247,0.053010787814855576,0.018379615619778633,0.015553537756204605,0.014234639704227448,0.012830108404159546,0.055908020585775375,0.01902729645371437,0.027923576533794403,0.015734495595097542,0.01971319504082203,0.026525942608714104,A014,"Assimilate and apply what companies do to scale early, rapidly and securely"
