,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Name,Assertion
0,0.10726355761289597,0.021547282114624977,0.031032409518957138,0.01760142296552658,0.032227322459220886,0.029319720342755318,0.02739322930574417,0.023092195391654968,0.036482129245996475,0.02301994152367115,0.05396021157503128,0.020840706303715706,0.11040954291820526,0.024448316544294357,0.05529286712408066,0.05202930048108101,0.01760142296552658,0.025761287659406662,0.02245239168405533,0.03709036111831665,0.02553832344710827,0.0357341393828392,0.02935226447880268,0.03638709709048271,0.10412252694368362,G6A002,Access resources required to scale at relatively low cost or for free by creating benefits for the resource owners that they cannot create alone
1,0.10726355761289597,0.021547282114624977,0.031032409518957138,0.01760142296552658,0.032227322459220886,0.029319720342755318,0.02739322930574417,0.023092195391654968,0.036482129245996475,0.02301994152367115,0.05396021157503128,0.020840706303715706,0.11040954291820526,0.024448316544294357,0.05529286712408066,0.05202930048108101,0.01760142296552658,0.025761287659406662,0.02245239168405533,0.03709036111831665,0.02553832344710827,0.0357341393828392,0.02935226447880268,0.03638709709048271,0.10412252694368362,A003,Adapt offers to each market
2,0.10726355761289597,0.021547282114624977,0.031032409518957138,0.01760142296552658,0.032227322459220886,0.029319720342755318,0.02739322930574417,0.023092195391654968,0.036482129245996475,0.02301994152367115,0.05396021157503128,0.020840706303715706,0.11040954291820526,0.024448316544294357,0.05529286712408066,0.05202930048108101,0.01760142296552658,0.025761287659406662,0.02245239168405533,0.03709036111831665,0.02553832344710827,0.0357341393828392,0.02935226447880268,0.03638709709048271,0.10412252694368362,A005,"Align interests of investors, the company top management team, and its owners"
3,0.10726355761289597,0.021547282114624977,0.031032409518957138,0.01760142296552658,0.032227322459220886,0.029319720342755318,0.02739322930574417,0.023092195391654968,0.036482129245996475,0.02301994152367115,0.05396021157503128,0.020840706303715706,0.11040954291820526,0.024448316544294357,0.05529286712408066,0.05202930048108101,0.01760142296552658,0.025761287659406662,0.02245239168405533,0.03709036111831665,0.02553832344710827,0.0357341393828392,0.02935226447880268,0.03638709709048271,0.10412252694368362,A006,Allow resource owners to make money using your products and services
4,0.041341617703437805,0.0,0.011960539035499096,0.0,0.012421083636581898,0.011300433427095413,0.6251369714736938,0.0,0.014060975052416325,0.0,0.02079739421606064,0.0,0.04255414381623268,0.0,0.021311026066541672,0.020053179934620857,0.0,0.0,0.0,0.014295400120317936,0.0,0.013772685080766678,0.011312976479530334,0.014024347998201847,0.04013099893927574,A007,"Apply big data analytics to produce insightful information about users, suppliers and customers to enhance shopping pattern analysis, improve customers experience, predict market trends, provide more secure online payment solutions, increase personalization, optimize and automate pricing, and provide dynamic customer service"
5,0.05968015268445015,0.01198864821344614,0.017266057431697845,0.0,0.017930893227458,0.016313139349222183,0.015241262502968311,0.012848219834268093,0.020298216491937637,0.012808017432689667,0.030022813007235527,0.01159551739692688,0.061430539935827255,0.01360274851322174,0.03076428547501564,0.028948474675416946,0.0,0.014333270490169525,0.012492240406572819,0.4642487168312073,0.01420921552926302,0.019882045686244965,0.016331246122717857,0.020245341584086418,0.057932522147893906,A008,"Apply digital technology to brand, market, sell, and service customers more cost effectively than competitors"
6,0.10726355761289597,0.021547282114624977,0.031032409518957138,0.01760142296552658,0.032227322459220886,0.029319720342755318,0.02739322930574417,0.023092195391654968,0.036482129245996475,0.02301994152367115,0.05396021157503128,0.020840706303715706,0.11040954291820526,0.024448316544294357,0.05529286712408066,0.05202930048108101,0.01760142296552658,0.025761287659406662,0.02245239168405533,0.03709036111831665,0.02553832344710827,0.0357341393828392,0.02935226447880268,0.03638709709048271,0.10412252694368362,A009,"Apply processes that continuously improve the cybersecurity of the company as well as its offers, channels, and resources"
7,0.05968114733695984,0.011988848447799683,0.017266346141695976,0.0,0.017931193113327026,0.01631341129541397,0.015241517685353756,0.012848434038460255,0.020298555493354797,0.012808231636881828,0.03002331405878067,0.0115957111120224,0.06143156439065933,0.013602975755929947,0.030764799565076828,0.028948958963155746,0.0,0.45793628692626953,0.012492449954152107,0.020636973902583122,0.014209453016519547,0.019882377237081528,0.016331519931554794,0.020245680585503578,0.057933490723371506,A010,"Apply processes that make offers easier to understand, produce and deliver"
8,0.10726355761289597,0.021547282114624977,0.031032409518957138,0.01760142296552658,0.032227322459220886,0.029319720342755318,0.02739322930574417,0.023092195391654968,0.036482129245996475,0.02301994152367115,0.05396021157503128,0.020840706303715706,0.11040954291820526,0.024448316544294357,0.05529286712408066,0.05202930048108101,0.01760142296552658,0.025761287659406662,0.02245239168405533,0.03709036111831665,0.02553832344710827,0.0357341393828392,0.02935226447880268,0.03638709709048271,0.10412252694368362,A012,Arrange and deploy differently existing company resources
9,0.10726355761289597,0.021547282114624977,0.031032409518957138,0.01760142296552658,0.032227322459220886,0.029319720342755318,0.02739322930574417,0.023092195391654968,0.036482129245996475,0.02301994152367115,0.05396021157503128,0.020840706303715706,0.11040954291820526,0.024448316544294357,0.05529286712408066,0.05202930048108101,0.01760142296552658,0.025761287659406662,0.02245239168405533,0.03709036111831665,0.02553832344710827,0.0357341393828392,0.02935226447880268,0.03638709709048271,0.10412252694368362,A014,"Assimilate and apply what companies do to scale early, rapidly and securely"
10,0.059680137783288956,0.4556007981300354,0.017266055569052696,0.0,0.0179308895021677,0.016313135623931885,0.015241259709000587,0.01284821704030037,0.02029821276664734,0.012808015570044518,0.03002280555665493,0.011595514602959156,0.06143052503466606,0.013602745719254017,0.030764278024435043,0.0289484690874815,0.0,0.014333267696201801,0.01249223854392767,0.020636625587940216,0.014209212735295296,0.019882041960954666,0.01633124239742756,0.02024533785879612,0.05793250724673271,A015,Attain positions in cross border networks which provide access to privileged information
11,0.10726355761289597,0.021547282114624977,0.031032409518957138,0.01760142296552658,0.032227322459220886,0.029319720342755318,0.02739322930574417,0.023092195391654968,0.036482129245996475,0.02301994152367115,0.05396021157503128,0.020840706303715706,0.11040954291820526,0.024448316544294357,0.05529286712408066,0.05202930048108101,0.01760142296552658,0.025761287659406662,0.02245239168405533,0.03709036111831665,0.02553832344710827,0.0357341393828392,0.02935226447880268,0.03638709709048271,0.10412252694368362,A017,Automate the existing processes that add the most benefits to customers and require the most human intervention
12,0.05968013405799866,0.011988644488155842,0.017266053706407547,0.0,0.017930887639522552,0.016313133761286736,0.015241257846355438,0.01284821517765522,0.02029820904135704,0.012808013707399368,0.03002280183136463,0.011595513671636581,0.5050427317619324,0.013602743856608868,0.030764274299144745,0.0289484653621912,0.0,0.014333265833556652,0.01249223668128252,0.020636623725295067,0.014209210872650146,0.019882038235664368,0.01633124053478241,0.02024533599615097,0.05793250352144241,A018,"Automatically extract the information a user, customer, investor or stakeholder wants from a vast amount of information"
13,0.10726355761289597,0.021547282114624977,0.031032409518957138,0.01760142296552658,0.032227322459220886,0.029319720342755318,0.02739322930574417,0.023092195391654968,0.036482129245996475,0.02301994152367115,0.05396021157503128,0.020840706303715706,0.11040954291820526,0.024448316544294357,0.05529286712408066,0.05202930048108101,0.01760142296552658,0.025761287659406662,0.02245239168405533,0.03709036111831665,0.02553832344710827,0.0357341393828392,0.02935226447880268,0.03638709709048271,0.10412252694368362,A020,Be responsible and accountable for creating and making visible the quantifiable benefits the company delivers its stakeholders
