,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,Name,Assertion
0,0.028143292292952538,0.015949849039316177,0.01154359895735979,0.010912124998867512,0.4507000744342804,0.013607676140964031,0.015330648049712181,0.012944774702191353,0.013359145261347294,0.0,0.0115671306848526,0.011111157014966011,0.014972946606576443,0.0,0.030831273645162582,0.0848703533411026,0.016920845955610275,0.01060580275952816,0.012472211383283138,0.012504450045526028,0.01941988430917263,0.016886945813894272,0.0,0.01047087088227272,0.03258591517806053,0.014370929449796677,0.01697688177227974,0.023019222542643547,0.032678861171007156,0.02758590318262577,G6A002,Access resources required to scale at relatively low cost or for free by creating benefits for the resource owners that they cannot create alone
1,0.048951778560876846,0.027742790058255196,0.020078662782907486,0.018980292603373528,0.04456065595149994,0.023668870329856873,0.026665765792131424,0.022515835240483284,0.023236582055687904,0.016326552256941795,0.020119592547416687,0.019326483830809593,0.026043590158224106,0.016792774200439453,0.05362718924880028,0.14762148261070251,0.029431719332933426,0.018447482958436012,0.021693870425224304,0.021749945357441902,0.03377848491072655,0.02937275357544422,0.0149870365858078,0.018212785944342613,0.056679174304008484,0.024996455758810043,0.029529187828302383,0.04003909230232239,0.056840840727090836,0.047982268035411835,A003,Adapt offers to each market
2,0.048951778560876846,0.027742790058255196,0.020078662782907486,0.018980292603373528,0.04456065595149994,0.023668870329856873,0.026665765792131424,0.022515835240483284,0.023236582055687904,0.016326552256941795,0.020119592547416687,0.019326483830809593,0.026043590158224106,0.016792774200439453,0.05362718924880028,0.14762148261070251,0.029431719332933426,0.018447482958436012,0.021693870425224304,0.021749945357441902,0.03377848491072655,0.02937275357544422,0.0149870365858078,0.018212785944342613,0.056679174304008484,0.024996455758810043,0.029529187828302383,0.04003909230232239,0.056840840727090836,0.047982268035411835,A005,"Align interests of investors, the company top management team, and its owners"
3,0.028143292292952538,0.015949849039316177,0.01154359895735979,0.010912124998867512,0.4507000744342804,0.013607676140964031,0.015330648049712181,0.012944774702191353,0.013359145261347294,0.0,0.0115671306848526,0.011111157014966011,0.014972946606576443,0.0,0.030831273645162582,0.0848703533411026,0.016920845955610275,0.01060580275952816,0.012472211383283138,0.012504450045526028,0.01941988430917263,0.016886945813894272,0.0,0.01047087088227272,0.03258591517806053,0.014370929449796677,0.01697688177227974,0.023019222542643547,0.032678861171007156,0.02758590318262577,A006,Allow resource owners to make money using your products and services
4,0.012369811534881592,0.0,0.0,0.0,0.011260203085839748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01355125941336155,0.22413884103298187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014322477392852306,0.0,0.38109666109085083,0.1969532072544098,0.01436332892626524,0.012124823406338692,A007,"Apply big data analytics to produce insightful information about users, suppliers and customers to enhance shopping pattern analysis, improve customers experience, predict market trends, provide more secure online payment solutions, increase personalization, optimize and automate pricing, and provide dynamic customer service"
5,0.019748561084270477,0.011192242614924908,0.0,0.0,0.01797705516219139,0.0,0.010757739655673504,0.30736908316612244,0.0,0.0,0.0,0.0,0.010506736114621162,0.0,0.02163475751876831,0.05955476686358452,0.011873605661094189,0.0,0.0,0.0,0.013627217151224613,0.011849816888570786,0.0,0.0,0.022866014391183853,0.01008429192006588,0.011912927031517029,0.31443852186203003,0.022931236773729324,0.019357433542609215,A008,"Apply digital technology to brand, market, sell, and service customers more cost effectively than competitors"
6,0.02814336307346821,0.01594988815486431,0.011543627828359604,0.01091215293854475,0.025618819519877434,0.013607710599899292,0.01533068623393774,0.4380246698856354,0.013359179720282555,0.0,0.011567159555852413,0.01111118495464325,0.014972984790802002,0.0,0.03083135187625885,0.08487056195735931,0.016920888796448708,0.010605829767882824,0.012472243048250675,0.012504481710493565,0.01941993273794651,0.016886988654732704,0.0,0.010470897890627384,0.032586000859737396,0.014370965771377087,0.01697692461311817,0.023019280284643173,0.03267894312739372,0.02758597396314144,A009,"Apply processes that continuously improve the cybersecurity of the company as well as its offers, channels, and resources"
7,0.028144661337137222,0.015950623899698257,0.011544160544872284,0.010912655852735043,0.025620000436902046,0.013608338311314583,0.015331393107771873,0.012945404276251793,0.013359795324504375,0.0,0.011567693203687668,0.011111697182059288,0.014973675832152367,0.0,0.4558861255645752,0.0848744809627533,0.016921669244766235,0.010606318712234497,0.012472817674279213,0.012505058199167252,0.01942082867026329,0.016887767240405083,0.0,0.010471380315721035,0.032587502151727676,0.014371628873050213,0.01697770692408085,0.023020341992378235,0.0326804518699646,0.027587246149778366,A010,"Apply processes that make offers easier to understand, produce and deliver"
8,0.028143305331468582,0.015949856489896774,0.011543604545295238,0.01091213058680296,0.025618767365813255,0.013607682660222054,0.015330655500292778,0.012944781221449375,0.01335915271192789,0.0,0.4366481304168701,0.011111162602901459,0.014972954988479614,0.0,0.030831290408968925,0.08487039059400558,0.01692085526883602,0.010605807416141033,0.01247221790254116,0.01250445656478405,0.019419893622398376,0.01688695326447487,0.0,0.010470876470208168,0.032585933804512024,0.014370936900377274,0.016976891085505486,0.023019233718514442,0.03267887979745865,0.027585918083786964,A012,Arrange and deploy differently existing company resources
9,0.048951778560876846,0.027742790058255196,0.020078662782907486,0.018980292603373528,0.04456065595149994,0.023668870329856873,0.026665765792131424,0.022515835240483284,0.023236582055687904,0.016326552256941795,0.020119592547416687,0.019326483830809593,0.026043590158224106,0.016792774200439453,0.05362718924880028,0.14762148261070251,0.029431719332933426,0.018447482958436012,0.021693870425224304,0.021749945357441902,0.03377848491072655,0.02937275357544422,0.0149870365858078,0.018212785944342613,0.056679174304008484,0.024996455758810043,0.029529187828302383,0.04003909230232239,0.056840840727090836,0.047982268035411835,A014,"Assimilate and apply what companies do to scale early, rapidly and securely"
