,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,Name,Assertion
0,0.02490169368684292,0.0,0.025094620883464813,0.0,0.4523496627807617,0.029085541144013405,0.012498212978243828,0.01473701000213623,0.0,0.013250919058918953,0.0,0.029637567698955536,0.0,0.0,0.0,0.0,0.07882972806692123,0.012577367015182972,0.028344839811325073,0.010829033330082893,0.0,0.011243486776947975,0.012394338846206665,0.014969242736697197,0.0278882198035717,0.011033806949853897,0.014015509746968746,0.01843029446899891,0.010323265567421913,0.011311140842735767,0.0,0.015762045979499817,0.01140197366476059,0.01471223309636116,0.0,G6A002,Access resources required to scale at relatively low cost or for free by creating benefits for the resource owners that they cannot create alone
1,0.04350291192531586,0.013760937377810478,0.0438399575650692,0.0137609438970685,0.04326248914003372,0.05081203952431679,0.021834205836057663,0.02574535273015499,0.013760937377810478,0.023149171844124794,0.016924221068620682,0.05177642032504082,0.014430944807827473,0.0161238145083189,0.016527973115444183,0.0137609438970685,0.1377144455909729,0.02197248674929142,0.04951804131269455,0.018918171525001526,0.014432958327233791,0.019642217084765434,0.021652739495038986,0.026151059195399284,0.048720333725214005,0.019275907427072525,0.024484900757670403,0.03219747170805931,0.01803460344672203,0.019760405644774437,0.014735245145857334,0.027536075562238693,0.01991908997297287,0.025702066719532013,0.01665853150188923,A003,Adapt offers to each market
2,0.04350291192531586,0.013760937377810478,0.0438399575650692,0.0137609438970685,0.04326248914003372,0.05081203952431679,0.021834205836057663,0.02574535273015499,0.013760937377810478,0.023149171844124794,0.016924221068620682,0.05177642032504082,0.014430944807827473,0.0161238145083189,0.016527973115444183,0.0137609438970685,0.1377144455909729,0.02197248674929142,0.04951804131269455,0.018918171525001526,0.014432958327233791,0.019642217084765434,0.021652739495038986,0.026151059195399284,0.048720333725214005,0.019275907427072525,0.024484900757670403,0.03219747170805931,0.01803460344672203,0.019760405644774437,0.014735245145857334,0.027536075562238693,0.01991908997297287,0.025702066719532013,0.01665853150188923,A005,"Align interests of investors, the company top management team, and its owners"
3,0.02490169368684292,0.0,0.025094620883464813,0.0,0.4523496627807617,0.029085541144013405,0.012498212978243828,0.01473701000213623,0.0,0.013250919058918953,0.0,0.029637567698955536,0.0,0.0,0.0,0.0,0.07882972806692123,0.012577367015182972,0.028344839811325073,0.010829033330082893,0.0,0.011243486776947975,0.012394338846206665,0.014969242736697197,0.0278882198035717,0.011033806949853897,0.014015509746968746,0.01843029446899891,0.010323265567421913,0.011311140842735767,0.0,0.015762045979499817,0.01140197366476059,0.01471223309636116,0.0,A006,Allow resource owners to make money using your products and services
4,0.01090883556753397,0.0,0.010993353091180325,0.0,0.010848546400666237,0.012741679325699806,0.0,0.0,0.0,0.0,0.0,0.012983509339392185,0.0,0.0,0.0,0.0,0.18833684921264648,0.0,0.012417195364832878,0.0,0.0,0.0,0.0,0.4146783649921417,0.012217162176966667,0.0,0.0,0.19538864493370056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A007,"Apply big data analytics to produce insightful information about users, suppliers and customers to enhance shopping pattern analysis, improve customers experience, predict market trends, provide more secure online payment solutions, increase personalization, optimize and automate pricing, and provide dynamic customer service"
5,0.017443228513002396,0.0,0.017578372731804848,0.0,0.017346825450658798,0.02037394605576992,0.0,0.010323034599423409,0.0,0.0,0.0,0.020760631188750267,0.0,0.0,0.0,0.0,0.05521893873810768,0.0,0.01985509693622589,0.3071020841598511,0.0,0.0,0.0,0.010485709644854069,0.019535241648554802,0.0,0.0,0.3124266564846039,0.0,0.0,0.0,0.01104105543345213,0.0,0.010305678471922874,0.0,A008,"Apply digital technology to brand, market, sell, and service customers more cost effectively than competitors"
6,0.024901799857616425,0.0,0.02509472891688347,0.0,0.024764176458120346,0.4566688537597656,0.012498266994953156,0.014737073332071304,0.0,0.013250975869596004,0.0,0.029637694358825684,0.0,0.0,0.0,0.0,0.07883007079362869,0.0125774210318923,0.028344960883259773,0.010829079896211624,0.0,0.011243535205721855,0.012394391931593418,0.014969306997954845,0.027888339012861252,0.011033853515982628,0.014015569351613522,0.018430374562740326,0.010323310270905495,0.011311189271509647,0.0,0.01576211303472519,0.01140202209353447,0.01471229549497366,0.0,A009,"Apply processes that continuously improve the cybersecurity of the company as well as its offers, channels, and resources"
7,0.02490326762199402,0.0,0.025096207857131958,0.0,0.024765634909272194,0.029087379574775696,0.012499003671109676,0.014737941324710846,0.0,0.013251757249236107,0.0,0.45718884468078613,0.0,0.0,0.0,0.0,0.07883471250534058,0.012578162364661694,0.028346629813313484,0.010829717852175236,0.0,0.011244197376072407,0.012395123019814491,0.014970188960433006,0.027889983728528023,0.01103450357913971,0.014016395434737206,0.018431460484862328,0.010323918424546719,0.011311856098473072,0.0,0.015763040632009506,0.011402693577110767,0.014713162556290627,0.0,A010,"Apply processes that make offers easier to understand, produce and deliver"
8,0.024901701137423515,0.0,0.02509463019669056,0.0,0.024764077737927437,0.02908555045723915,0.012498217634856701,0.014737014658749104,0.0,0.013250923715531826,0.0,0.029637577012181282,0.0,0.0,0.0,0.0,0.07882975786924362,0.01257737074047327,0.02834484726190567,0.010829037055373192,0.0,0.011243490502238274,0.012394342571496964,0.01496924739331007,0.027888229116797447,0.011033809743821621,0.014015513472259045,0.018430300056934357,0.010323269292712212,0.011311144568026066,0.0,0.015762049704790115,0.011401976458728313,0.014712236821651459,0.4371209740638733,A012,Arrange and deploy differently existing company resources
9,0.04350291192531586,0.013760937377810478,0.0438399575650692,0.0137609438970685,0.04326248914003372,0.05081203952431679,0.021834205836057663,0.02574535273015499,0.013760937377810478,0.023149171844124794,0.016924221068620682,0.05177642032504082,0.014430944807827473,0.0161238145083189,0.016527973115444183,0.0137609438970685,0.1377144455909729,0.02197248674929142,0.04951804131269455,0.018918171525001526,0.014432958327233791,0.019642217084765434,0.021652739495038986,0.026151059195399284,0.048720333725214005,0.019275907427072525,0.024484900757670403,0.03219747170805931,0.01803460344672203,0.019760405644774437,0.014735245145857334,0.027536075562238693,0.01991908997297287,0.025702066719532013,0.01665853150188923,A014,"Assimilate and apply what companies do to scale early, rapidly and securely"
10,0.024901721626520157,0.0,0.0250946506857872,0.0,0.02476409822702408,0.02908557467162609,0.012498227879405022,0.014737026765942574,0.0,0.4408359229564667,0.0,0.029637601226568222,0.0,0.0,0.0,0.0,0.0788298174738884,0.012577380985021591,0.02834487147629261,0.010829045437276363,0.0,0.01124349981546402,0.012394352816045284,0.01496925950050354,0.027888251468539238,0.011033819057047367,0.014015525579452515,0.0184303168207407,0.010323277674615383,0.011311153881251812,0.0,0.01576206274330616,0.01140198577195406,0.014712248928844929,0.0,A015,Attain positions in cross border networks which provide access to privileged information
11,0.024901701137423515,0.0,0.02509463019669056,0.0,0.024764077737927437,0.02908555045723915,0.012498217634856701,0.014737014658749104,0.0,0.013250923715531826,0.0,0.029637577012181282,0.0,0.0,0.0,0.0,0.07882975786924362,0.01257737074047327,0.02834484726190567,0.010829037055373192,0.0,0.011243490502238274,0.012394342571496964,0.01496924739331007,0.027888229116797447,0.011033809743821621,0.014015513472259045,0.018430300056934357,0.010323269292712212,0.011311144568026066,0.0,0.015762049704790115,0.011401976458728313,0.014712236821651459,0.4371209740638733,A017,Automate the existing processes that add the most benefits to customers and require the most human intervention
12,0.013422858901321888,0.0,0.24400995671749115,0.0,0.013348675332963467,0.01567809469997883,0.0,0.0,0.0,0.0,0.0,0.015975655987858772,0.0,0.0,0.0,0.0,0.27297502756118774,0.0,0.24576184153556824,0.0,0.0,0.0,0.0,0.0,0.015032698400318623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A018,"Automatically extract the information a user, customer, investor or stakeholder wants from a vast amount of information"
13,0.04350291192531586,0.013760937377810478,0.0438399575650692,0.0137609438970685,0.04326248914003372,0.05081203952431679,0.021834205836057663,0.02574535273015499,0.013760937377810478,0.023149171844124794,0.016924221068620682,0.05177642032504082,0.014430944807827473,0.0161238145083189,0.016527973115444183,0.0137609438970685,0.1377144455909729,0.02197248674929142,0.04951804131269455,0.018918171525001526,0.014432958327233791,0.019642217084765434,0.021652739495038986,0.026151059195399284,0.048720333725214005,0.019275907427072525,0.024484900757670403,0.03219747170805931,0.01803460344672203,0.019760405644774437,0.014735245145857334,0.027536075562238693,0.01991908997297287,0.025702066719532013,0.01665853150188923,A020,Be responsible and accountable for creating and making visible the quantifiable benefits the company delivers its stakeholders
14,0.02490169368684292,0.0,0.025094620883464813,0.0,0.4523496627807617,0.029085541144013405,0.012498212978243828,0.01473701000213623,0.0,0.013250919058918953,0.0,0.029637567698955536,0.0,0.0,0.0,0.0,0.07882972806692123,0.012577367015182972,0.028344839811325073,0.010829033330082893,0.0,0.011243486776947975,0.012394338846206665,0.014969242736697197,0.0278882198035717,0.011033806949853897,0.014015509746968746,0.01843029446899891,0.010323265567421913,0.011311140842735767,0.0,0.015762045979499817,0.01140197366476059,0.01471223309636116,0.0,A022,"Build and deploy unique and difficult to imitate skills and capabilities to select, combine, and use the resource combinations that create and capture high company value"
15,0.017443321645259857,0.0,0.01757846586406231,0.0,0.01734691858291626,0.020374054089188576,0.3082687556743622,0.01032308954745531,0.0,0.308799147605896,0.0,0.02076074108481407,0.0,0.0,0.0,0.0,0.05521922931075096,0.0,0.019855201244354248,0.0,0.0,0.0,0.0,0.010485765524208546,0.01953534595668316,0.0,0.0,0.012910189107060432,0.0,0.0,0.0,0.011041113175451756,0.0,0.010305733419954777,0.0,A023,Build operational cross border capabilities early
